,Event ID,Ack.,Event Type,Event Code,Plant,Asset,Start Time,End Time,Duration,Energy Loss  (kWh),Rate Loss  (kWh / h),Work Order,Work Order Status,Controllable,Responsibility,Level 1,Level 2,Level 3,Level 4,Level 5,Level 4,Level 5,NERC Performance,FEH Level 1,FEH Level 2,System,Component
,EG-0015726170,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV04 - INV-26,10/13/2019 16:10:00,10/13/2019 17:45:00,0d 01:35:00,4.33051,2.74,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015726140,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV06 - INV-33,10/13/2019 16:10:00,10/13/2019 17:45:00,0d 01:35:00,6.38402,4.03,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015726142,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV03 - INV-30,10/13/2019 16:10:00,10/13/2019 17:45:00,0d 01:35:00,6.79089,4.29,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015726174,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV01 - INV-01,10/13/2019 16:10:00,10/13/2019 17:45:00,0d 01:35:00,3.76387,2.38,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015726111,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV05 - INV-32,10/13/2019 16:10:00,10/13/2019 17:45:00,0d 01:35:00,4.30773,2.72,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015727946,UNACK,Inverter Degraded,PF200 - Production Degraded,057 - Tucson Lighthouse YMCA,INV01 - INV-01,10/13/2019 16:30:00,10/13/2019 17:40:00,0d 01:10:00,0.84525,0.72,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015726169,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV01 - INV-07,10/13/2019 16:20:00,10/13/2019 17:40:00,0d 01:20:00,2.24593,1.68,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015726138,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV03 - INV-09,10/13/2019 16:20:00,10/13/2019 17:40:00,0d 01:20:00,2.23847,1.68,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015726163,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV04 - INV-19,10/13/2019 16:20:00,10/13/2019 17:40:00,0d 01:20:00,2.28379,1.71,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015726132,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV04 - INV-22,10/13/2019 16:20:00,10/13/2019 17:40:00,0d 01:20:00,2.19101,1.64,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015726160,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV01 - INV-13,10/13/2019 16:20:00,10/13/2019 17:40:00,0d 01:20:00,2.32349,1.74,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015726131,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV02 - INV-14,10/13/2019 16:20:00,10/13/2019 17:40:00,0d 01:20:00,3.58212,2.69,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015726144,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV06 - INV-21,10/13/2019 16:20:00,10/13/2019 17:40:00,0d 01:20:00,2.25044,1.69,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015726128,UNACK,Plant Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,056 - Pima Community County College NW - PCC NW,10/13/2019 16:15:00,10/13/2019 17:40:00,0d 01:25:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015726179,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV01 - INV-28,10/13/2019 16:15:00,10/13/2019 17:40:00,0d 01:25:00,2.43874,1.72,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015726180,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV05 - INV-05,10/13/2019 16:15:00,10/13/2019 17:40:00,0d 01:25:00,4.0436,2.85,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015726155,UNACK,Inverter Degraded,PF200 - Production Degraded,048 - Vail Academy,INV02 - INV-02,10/13/2019 16:15:00,10/13/2019 17:40:00,0d 01:25:00,3.29219,2.32,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015726168,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV05 - INV-27,10/13/2019 16:15:00,10/13/2019 17:40:00,0d 01:25:00,2.63942,1.86,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015726137,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV06 - INV-12,10/13/2019 16:15:00,10/13/2019 17:40:00,0d 01:25:00,2.53684,1.79,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015726162,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV01 - INV-23,10/13/2019 16:10:00,10/13/2019 17:40:00,0d 01:30:00,7.80506,5.2,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015726176,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV04 - INV-31,10/13/2019 16:10:00,10/13/2019 17:40:00,0d 01:30:00,2.74774,1.83,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015725861,UNACK,Inverter Degraded,PF200 - Production Degraded,051 - Tucson Quincie Douglas Park,INV01 - INV-03,10/13/2019 15:35:00,10/13/2019 17:40:00,0d 02:05:00,12.05332,5.79,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015725835,UNACK,Inverter Degraded,PF200 - Production Degraded,024 - Pima - Animal Care Center,INV06 - INV-6,10/13/2019 15:35:00,10/13/2019 17:40:00,0d 02:05:00,10.63889,5.11,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015726158,UNACK,Plant Degraded,PF200 - Production Degraded,051 - Tucson Quincie Douglas Park,051 - Tucson Quincie Douglas Park,10/13/2019 16:00:00,10/13/2019 17:35:00,0d 01:35:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015725975,UNACK,Plant Degraded,PF200 - Production Degraded,058 - Tucson Randolph Golf Course,058 - Tucson Randolph Golf Course,10/13/2019 15:30:00,10/13/2019 17:35:00,0d 02:05:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015726108,UNACK,Plant Degraded,PF200 - Production Degraded,057 - Tucson Lighthouse YMCA,057 - Tucson Lighthouse YMCA,10/13/2019 16:05:00,10/13/2019 17:30:00,0d 01:25:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015725862,UNACK,Inverter Degraded,PF200 - Production Degraded,051 - Tucson Quincie Douglas Park,INV02 - INV-04,10/13/2019 15:40:00,10/13/2019 17:05:00,0d 01:25:00,8.35427,5.9,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015725788,UNACK,Inverter Degraded,PF200 - Production Degraded,047 - San Diego Inspiration Point,INV06 - INV - 6,10/13/2019 15:45:00,10/13/2019 16:45:00,0d 01:00:00,8.03627,8.04,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015726093,UNACK,Plant Degraded,PF200 - Production Degraded,036 - Pima Minimum Security Annex 1,036 - Pima Minimum Security Annex 1,10/13/2019 15:40:00,10/13/2019 16:10:00,0d 00:30:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015725836,UNACK,Inverter Degraded,PF200 - Production Degraded,036 - Pima Minimum Security Annex 1,INV03 - INV-03,10/13/2019 15:30:00,10/13/2019 16:10:00,0d 00:40:00,2.74959,4.12,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015725953,UNACK,Inverter Degraded,PF200 - Production Degraded,036 - Pima Minimum Security Annex 1,INV04 - INV-04,10/13/2019 15:25:00,10/13/2019 16:10:00,0d 00:45:00,7.34893,9.8,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015725952,UNACK,Inverter Degraded,PF200 - Production Degraded,036 - Pima Minimum Security Annex 1,INV01 - INV-01,10/13/2019 15:25:00,10/13/2019 16:10:00,0d 00:45:00,6.40858,8.54,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015725951,UNACK,Inverter Degraded,PF200 - Production Degraded,036 - Pima Minimum Security Annex 1,INV02 - INV-02,10/13/2019 15:25:00,10/13/2019 16:10:00,0d 00:45:00,7.72905,10.31,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015726001,UNACK,Inverter Degraded,PF200 - Production Degraded,004 - SeaWorld Aquatica,INV06 - INV-6,10/13/2019 15:45:00,10/13/2019 16:00:00,0d 00:15:00,2.0322,8.13,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015725781,UNACK,Inverter Degraded,PF200 - Production Degraded,004 - SeaWorld Aquatica,INV05 - INV-5,10/13/2019 15:45:00,10/13/2019 16:00:00,0d 00:15:00,1.97386,7.9,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015723185,UNACK,Inverter Degraded,PF200 - Production Degraded,006 - City of San Diego- Point Loma Library,INV01 - INV-1,10/13/2019 15:10:00,10/13/2019 16:00:00,0d 00:50:00,11.3604,13.63,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015724381,UNACK,Plant Degraded,PF200 - Production Degraded,006 - City of San Diego- Point Loma Library,006 - City of San Diego- Point Loma Library,10/13/2019 15:10:00,10/13/2019 16:00:00,0d 00:50:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015722882,UNACK,Inverter Degraded,PF200 - Production Degraded,027 - San Diego- Mission Valley Library,INV01 - INV-1,10/13/2019 15:00:00,10/13/2019 15:25:00,0d 00:25:00,4.55974,10.94,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015722883,UNACK,Inverter Degraded,PF200 - Production Degraded,027 - San Diego- Mission Valley Library,INV02 - INV-2,10/13/2019 15:00:00,10/13/2019 15:25:00,0d 00:25:00,4.56391,10.95,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015722257,UNACK,Inverter Degraded,PF200 - Production Degraded,001 - Halls Warehouse,INV02 - PV 1-2,10/13/2019 16:45:00,10/13/2019 18:25:00,0d 01:40:00,0.4671,0.28,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015722881,UNACK,Plant Degraded,PF200 - Production Degraded,027 - San Diego- Mission Valley Library,027 - San Diego- Mission Valley Library,10/13/2019 15:00:00,10/13/2019 15:20:00,0d 00:20:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015722880,UNACK,Inverter Degraded,PF200 - Production Degraded,027 - San Diego- Mission Valley Library,INV03 - INV-3,10/13/2019 15:00:00,10/13/2019 15:20:00,0d 00:20:00,3.68616,11.06,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015722884,UNACK,Inverter Degraded,PF200 - Production Degraded,027 - San Diego- Mission Valley Library,INV04 - INV-4,10/13/2019 15:00:00,10/13/2019 15:20:00,0d 00:20:00,3.96116,11.88,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015724371,UNACK,Inv Down,PF100 - Production Down,051 - Tucson Quincie Douglas Park,INV01 - INV-01 ,10/13/2019 14:50:00,10/13/2019 15:20:00,0d 00:30:00,16.68767,33.38,Create,,Controllable,O&M,,,Information Available,Non-Operative,Forced Outage,Forced Outage,Other Forced Outage,,,,,
,EG-0015722258,UNACK,Plant Degraded,PF200 - Production Degraded,001 - Halls Warehouse,001 - Halls Warehouse,10/13/2019 16:40:00,10/13/2019 18:15:00,0d 01:35:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015734147,UNACK,Inverter Degraded,PF200 - Production Degraded,068 - Saddle Brook Long Memorial ES,INV01 - Inverter - 2,10/13/2019 16:45:00,10/13/2019 18:10:00,0d 01:25:00,1.33685,0.94,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015724372,UNACK,Plant Degraded,PF200 - Production Degraded,051 - Tucson Quincie Douglas Park,051 - Tucson Quincie Douglas Park,10/13/2019 14:50:00,10/13/2019 15:05:00,0d 00:15:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015722440,UNACK,Inverter Degraded,PF200 - Production Degraded,006 - City of San Diego- Point Loma Library,INV01 - INV-1,10/13/2019 14:30:00,10/13/2019 15:05:00,0d 00:35:00,8.48346,14.54,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015722381,UNACK,Plant Degraded,PF200 - Production Degraded,006 - City of San Diego- Point Loma Library,006 - City of San Diego- Point Loma Library,10/13/2019 14:20:00,10/13/2019 15:05:00,0d 00:45:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015722337,UNACK,Inverter Degraded,PF200 - Production Degraded,031 - Manchester Community College - North,INV05 - INV -1.5,10/13/2019 16:15:00,10/13/2019 18:05:00,0d 01:50:00,12.60428,6.88,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015722273,UNACK,Plant Degraded,PF200 - Production Degraded,031 - Manchester Community College - North,031 - Manchester Community College - North,10/13/2019 16:25:00,10/13/2019 18:00:00,0d 01:35:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015721933,UNACK,Inverter Degraded,PF200 - Production Degraded,043 - Barrette Farms 2,INV17 - INVERTER 17,10/13/2019 15:35:00,10/13/2019 18:00:00,0d 02:25:00,15.43583,6.39,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015721189,UNACK,Inverter Degraded,PF200 - Production Degraded,031 - Manchester Community College - North,INV04 - INV -1.4,10/13/2019 15:20:00,10/13/2019 18:00:00,0d 02:40:00,37.10603,13.91,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015722525,UNACK,Plant Degraded,PF200 - Production Degraded,007 - San Diego-Police Station Northern Division,007 - San Diego-Police Station Northern Division,10/13/2019 14:40:00,10/13/2019 14:55:00,0d 00:15:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015722526,UNACK,Inverter Degraded,PF200 - Production Degraded,007 - San Diego-Police Station Northern Division,INV01 - INV-1,10/13/2019 14:40:00,10/13/2019 14:55:00,0d 00:15:00,2.16966,8.68,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015722439,UNACK,Inverter Degraded,PF200 - Production Degraded,007 - San Diego-Police Station Northern Division,INV02 - INV-2,10/13/2019 14:35:00,10/13/2019 14:55:00,0d 00:20:00,3.09838,9.3,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015719426,UNACK,Inverter Degraded,PF200 - Production Degraded,043 - Barrette Farms 2,INV01 - INVERTER 1,10/13/2019 13:50:00,10/13/2019 17:55:00,0d 04:05:00,33.76392,8.27,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015722441,UNACK,Inverter Degraded,PF200 - Production Degraded,007 - San Diego-Police Station Northern Division,INV03 - INV-3,10/13/2019 14:35:00,10/13/2019 14:50:00,0d 00:15:00,2.26478,9.06,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015715345,UNACK,Inverter Degraded,PF200 - Production Degraded,063 - Midland Park High,INV06 - PV1-6,10/13/2019 08:40:00,10/13/2019 17:45:00,0d 09:05:00,114.45028,12.6,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015719424,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV08 - INVERTER 8,10/13/2019 10:30:00,10/13/2019 13:50:00,0d 03:20:00,53.20962,15.96,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015719425,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV14 - INVERTER 14,10/13/2019 10:30:00,10/13/2019 13:50:00,0d 03:20:00,52.62807,15.79,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015735109,UNACK,Plant Degraded,PF200 - Production Degraded,060 - Midland Park - Godwin Elementary,060 - Midland Park - Godwin Elementary,10/13/2019 16:10:00,10/13/2019 16:45:00,0d 00:35:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015721975,UNACK,Inverter Degraded,PF200 - Production Degraded,063 - Midland Park High,INV07 - PV1-7,10/13/2019 16:10:00,10/13/2019 16:45:00,0d 00:35:00,2.87132,4.92,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015721970,UNACK,Inverter Degraded,PF200 - Production Degraded,060 - Midland Park - Godwin Elementary,INV01 - PV1-1,10/13/2019 15:45:00,10/13/2019 16:45:00,0d 01:00:00,3.7569,3.76,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015735129,UNACK,Inverter Degraded,PF200 - Production Degraded,031 - Manchester Community College - North,INV02 - INV -1.2,10/13/2019 16:20:00,10/13/2019 16:35:00,0d 00:15:00,3.8101,15.24,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015733431,UNACK,Plant Degraded,PF200 - Production Degraded,044 - Sisters of Notre Dame - Main Grounds,044 - Sisters of Notre Dame - Main Grounds,10/13/2019 15:45:00,10/13/2019 16:35:00,0d 00:50:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015721157,UNACK,Inverter Degraded,PF200 - Production Degraded,063 - Midland Park High,INV08 - PV1-8,10/13/2019 15:50:00,10/13/2019 16:25:00,0d 00:35:00,3.86632,6.63,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015721204,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV04 - INVERTER 4,10/13/2019 12:15:00,10/13/2019 13:20:00,0d 01:05:00,15.26698,14.09,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015721203,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV02 - INVERTER 2,10/13/2019 12:15:00,10/13/2019 13:20:00,0d 01:05:00,15.2178,14.05,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015721177,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV02 - INVERTER 2,10/13/2019 12:10:00,10/13/2019 13:20:00,0d 01:10:00,17.21699,14.76,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015721080,UNACK,Plant Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,041 - Stockton East Water District -  High Side - Ph.I,10/13/2019 12:00:00,10/13/2019 13:20:00,0d 01:20:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015721175,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV04 - INVERTER 4,10/13/2019 12:10:00,10/13/2019 13:15:00,0d 01:05:00,16.03145,14.8,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015719810,UNACK,Inverter Degraded,PF200 - Production Degraded,008 - Sun Chemical,INV13 - PV 1-13,10/13/2019 14:50:00,10/13/2019 16:15:00,0d 01:25:00,8.15898,5.76,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015721202,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV01 - INVERTER 1,10/13/2019 12:15:00,10/13/2019 13:10:00,0d 00:55:00,12.5445,13.68,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015721190,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV15 - INVERTER 15,10/13/2019 12:15:00,10/13/2019 13:10:00,0d 00:55:00,8.04796,8.78,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015721193,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV03 - INVERTER 3,10/13/2019 12:15:00,10/13/2019 13:10:00,0d 00:55:00,12.52416,13.66,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015721196,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV09 - INVERTER 9,10/13/2019 12:15:00,10/13/2019 13:10:00,0d 00:55:00,12.60338,13.75,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015721176,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV10 - INVERTER 10,10/13/2019 12:10:00,10/13/2019 13:10:00,0d 01:00:00,14.31449,14.31,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015721183,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV06 - INVERTER 6,10/13/2019 12:10:00,10/13/2019 13:10:00,0d 01:00:00,14.14202,14.14,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015721172,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV09 - INVERTER 9,10/13/2019 12:10:00,10/13/2019 13:10:00,0d 01:00:00,14.34536,14.35,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015721174,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV12 - INVERTER 12,10/13/2019 12:10:00,10/13/2019 13:10:00,0d 01:00:00,14.17319,14.17,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015721179,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV11 - INVERTER 11,10/13/2019 12:10:00,10/13/2019 13:10:00,0d 01:00:00,14.28892,14.29,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015721173,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV03 - INVERTER 3,10/13/2019 12:10:00,10/13/2019 13:10:00,0d 01:00:00,14.49101,14.49,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015721181,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV05 - INVERTER 5,10/13/2019 12:10:00,10/13/2019 13:10:00,0d 01:00:00,14.5119,14.51,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015721178,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV15 - INVERTER 15,10/13/2019 12:10:00,10/13/2019 13:10:00,0d 01:00:00,9.97529,9.98,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015720161,UNACK,Plant Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,042 - Stockton East Water District -  Low Side - Ph.II,10/13/2019 11:45:00,10/13/2019 13:10:00,0d 01:25:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015721182,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV01 - INVERTER 1,10/13/2019 12:10:00,10/13/2019 13:05:00,0d 00:55:00,13.02754,14.21,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0015720380,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV13 - INVERTER 13,10/13/2019 11:35:00,10/13/2019 13:05:00,0d 01:30:00,21.89202,14.59,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
