,Event ID,Ack.,Event Type,Event Code,Plant,Asset,Start Time,End Time,Duration,Energy Loss  (kWh),Rate Loss  (kWh / h),Work Order,Work Order Status,Controllable,Responsibility,Level 1,Level 2,Level 3,Level 4,Level 5,Level 4,Level 5,NERC Performance,FEH Level 1,FEH Level 2,System,Component
,EG-0016114586,UNACK,Plant Degraded,PF200 - Production Degraded,017 - Tracy USD -  Kimball HS,017 - Tracy USD -  Kimball HS,10/31/2019 08:55:00,10/31/2019 10:10:00,0d 01:15:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016115623,UNACK,Inverter Degraded,PF200 - Production Degraded,018 - City of Paso Robles - Sherwood Park,INV02 - INVERTER - 2,10/31/2019 09:35:00,10/31/2019 10:05:00,0d 00:30:00,0.50232,1,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016113960,UNACK,Inverter Degraded,PF200 - Production Degraded,004 - SeaWorld Aquatica,INV03 - INV-3,10/31/2019 08:25:00,10/31/2019 10:05:00,0d 01:40:00,17.43003,10.46,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016113965,UNACK,Inverter Degraded,PF200 - Production Degraded,004 - SeaWorld Aquatica,INV04 - INV-4,10/31/2019 08:25:00,10/31/2019 10:05:00,0d 01:40:00,16.66003,10,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016113962,UNACK,Inverter Degraded,PF200 - Production Degraded,004 - SeaWorld Aquatica,INV01 - INV-1,10/31/2019 08:25:00,10/31/2019 10:05:00,0d 01:40:00,17.60503,10.56,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016113963,UNACK,Inverter Degraded,PF200 - Production Degraded,007 - San Diego-Police Station Northern Division,INV03 - INV-3,10/31/2019 08:25:00,10/31/2019 10:05:00,0d 01:40:00,18.49321,11.1,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114459,UNACK,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV09 - Inverter No 9,10/31/2019 08:45:00,10/31/2019 10:00:00,0d 01:15:00,8.00891,6.41,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016113964,UNACK,Inverter Degraded,PF200 - Production Degraded,004 - SeaWorld Aquatica,INV02 - INV-2,10/31/2019 08:25:00,10/31/2019 10:00:00,0d 01:35:00,15.45433,9.76,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114626,UNACK,Plant Degraded,PF200 - Production Degraded,060 - Midland Park - Godwin Elementary,060 - Midland Park - Godwin Elementary,10/31/2019 11:15:00,10/31/2019 12:55:00,0d 01:40:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114627,UNACK,Plant Degraded,PF200 - Production Degraded,061 - Midland Park - Highland Elementary,061 - Midland Park - Highland Elementary,10/31/2019 11:15:00,10/31/2019 12:55:00,0d 01:40:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114631,UNACK,Inverter Degraded,PF200 - Production Degraded,060 - Midland Park - Godwin Elementary,INV02 - PV1-2,10/31/2019 11:15:00,10/31/2019 12:55:00,0d 01:40:00,3.03461,1.82,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114629,UNACK,Inverter Degraded,PF200 - Production Degraded,060 - Midland Park - Godwin Elementary,INV01 - PV1-1,10/31/2019 11:15:00,10/31/2019 12:55:00,0d 01:40:00,2.92307,1.75,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114628,UNACK,Inverter Degraded,PF200 - Production Degraded,061 - Midland Park - Highland Elementary,INV01 - PV1-1,10/31/2019 11:15:00,10/31/2019 12:55:00,0d 01:40:00,3.18631,1.91,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114630,UNACK,Inverter Degraded,PF200 - Production Degraded,061 - Midland Park - Highland Elementary,INV02 - PV1-2,10/31/2019 11:15:00,10/31/2019 12:55:00,0d 01:40:00,2.13,1.28,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114461,UNACK,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV04 - Inverter No 4,10/31/2019 08:45:00,10/31/2019 09:50:00,0d 01:05:00,6.44393,5.95,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114458,UNACK,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV07 - Inverter No 7,10/31/2019 08:45:00,10/31/2019 09:50:00,0d 01:05:00,6.39393,5.9,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114470,UNACK,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV11 - Inverter No 11,10/31/2019 08:45:00,10/31/2019 09:50:00,0d 01:05:00,6.49809,6,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114474,UNACK,Plant Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,003 - Templeton USD - Templeton High School,10/31/2019 08:45:00,10/31/2019 09:45:00,0d 01:00:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114469,UNACK,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV03 - Inverter No 3,10/31/2019 08:45:00,10/31/2019 09:40:00,0d 00:55:00,5.16854,5.64,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114465,UNACK,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV01 - Inverter No 1,10/31/2019 08:45:00,10/31/2019 09:40:00,0d 00:55:00,5.08104,5.54,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114466,UNACK,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV05 - Inverter No 5,10/31/2019 08:45:00,10/31/2019 09:40:00,0d 00:55:00,5.1977,5.67,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114462,UNACK,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV10 - Inverter No 10,10/31/2019 08:45:00,10/31/2019 09:40:00,0d 00:55:00,5.79354,6.32,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114595,UNACK,Inverter Degraded,PF200 - Production Degraded,017 - Tracy USD -  Kimball HS,INV05 - Inverter No. 5,10/31/2019 08:55:00,10/31/2019 09:35:00,0d 00:40:00,3.17104,4.76,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114471,UNACK,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV12 - Inverter No 12,10/31/2019 08:45:00,10/31/2019 09:35:00,0d 00:50:00,3.27508,3.93,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114464,UNACK,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV08 - Inverter No 8,10/31/2019 08:45:00,10/31/2019 09:30:00,0d 00:45:00,3.90696,5.21,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114463,UNACK,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV06 - Inverter No 6,10/31/2019 08:45:00,10/31/2019 09:25:00,0d 00:40:00,3.36016,5.04,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114460,UNACK,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV02 - Inverter No 2,10/31/2019 08:45:00,10/31/2019 09:25:00,0d 00:40:00,3.33933,5.01,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114601,UNACK,Inverter Degraded,PF200 - Production Degraded,011 - Iron Mountain - Livermore,INV04 - Inverter 4,10/31/2019 08:55:00,10/31/2019 09:20:00,0d 00:25:00,3.70825,8.9,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114473,UNACK,Inverter Degraded,PF200 - Production Degraded,047 - San Diego Inspiration Point,INV03 - INV - 3,10/31/2019 08:50:00,10/31/2019 09:20:00,0d 00:30:00,4.92077,9.84,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016113967,UNACK,Inverter Degraded,PF200 - Production Degraded,014 - Iron Mountain - Otay Mesa,INV02 - Inverter 2,10/31/2019 08:25:00,10/31/2019 09:20:00,0d 00:55:00,7.10741,7.75,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016113935,UNACK,Inverter Degraded,PF200 - Production Degraded,058 - Tucson Randolph Golf Course,INV01 - INV-01,10/31/2019 08:00:00,10/31/2019 09:20:00,0d 01:20:00,13.10374,9.83,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016113938,UNACK,Inverter Degraded,PF200 - Production Degraded,059 - Tucson Adaptive Rec,INV04 - INV-04,10/31/2019 08:00:00,10/31/2019 09:15:00,0d 01:15:00,11.50656,9.21,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016113936,UNACK,Inverter Degraded,PF200 - Production Degraded,059 - Tucson Adaptive Rec,INV05 - INV-05,10/31/2019 08:00:00,10/31/2019 09:15:00,0d 01:15:00,7.80995,6.25,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016113902,UNACK,Inverter Degraded,PF200 - Production Degraded,048 - Vail Academy,INV01 - INV-03,10/31/2019 07:55:00,10/31/2019 09:15:00,0d 01:20:00,7.97071,5.98,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114602,UNACK,Inverter Degraded,PF200 - Production Degraded,011 - Iron Mountain - Livermore,INV02 - Inverter 2,10/31/2019 08:55:00,10/31/2019 09:10:00,0d 00:15:00,2.00923,8.04,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114585,UNACK,Plant Degraded,PF200 - Production Degraded,011 - Iron Mountain - Livermore,011 - Iron Mountain - Livermore,10/31/2019 08:55:00,10/31/2019 09:10:00,0d 00:15:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016113968,UNACK,Plant Degraded,PF200 - Production Degraded,014 - Iron Mountain - Otay Mesa,014 - Iron Mountain - Otay Mesa,10/31/2019 08:25:00,10/31/2019 09:05:00,0d 00:40:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016113970,UNACK,Plant Degraded,PF200 - Production Degraded,029 - San Diego- Police Central Division Garage,029 - San Diego- Police Central Division Garage,10/31/2019 08:25:00,10/31/2019 09:05:00,0d 00:40:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016113939,UNACK,Inverter Degraded,PF200 - Production Degraded,059 - Tucson Adaptive Rec,INV03 - INV-03,10/31/2019 08:00:00,10/31/2019 09:05:00,0d 01:05:00,5.15068,4.75,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016113961,UNACK,Plant Degraded,PF200 - Production Degraded,007 - San Diego-Police Station Northern Division,007 - San Diego-Police Station Northern Division,10/31/2019 08:25:00,10/31/2019 09:00:00,0d 00:35:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016113971,UNACK,Inverter Degraded,PF200 - Production Degraded,029 - San Diego- Police Central Division Garage,INV02 - INV-2,10/31/2019 08:25:00,10/31/2019 09:00:00,0d 00:35:00,2.71594,4.66,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016113972,UNACK,Inverter Degraded,PF200 - Production Degraded,029 - San Diego- Police Central Division Garage,INV01 - INV-1,10/31/2019 08:25:00,10/31/2019 09:00:00,0d 00:35:00,2.59452,4.45,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016113942,UNACK,Plant Degraded,PF200 - Production Degraded,030 - Imperial County - Jail-RADF,030 - Imperial County - Jail-RADF,10/31/2019 08:20:00,10/31/2019 09:00:00,0d 00:40:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016113944,UNACK,Inverter Degraded,PF200 - Production Degraded,054 - Marana Police Station,INV01 - INV-03,10/31/2019 08:00:00,10/31/2019 09:00:00,0d 01:00:00,13.30972,13.31,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016076854,ACKED,Inv Down,PF100 - Production Down,030 - Imperial County - Jail-RADF,INV03 - INVERTER - 3,10/29/2019 11:20:00,10/31/2019 09:00:00,1d 21:40:00,670.76898,14.69,Create,,Controllable,O&M,,,Information Available,Non-Operative,Forced Outage,Forced Outage,Other Forced Outage,,,,,
,EG-0016113969,UNACK,Inverter Degraded,PF200 - Production Degraded,029 - San Diego- Police Central Division Garage,INV03 - INV-3,10/31/2019 08:25:00,10/31/2019 08:55:00,0d 00:30:00,2.50533,5.01,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016113966,UNACK,Inverter Degraded,PF200 - Production Degraded,014 - Iron Mountain - Otay Mesa,INV01 - Inverter 1,10/31/2019 08:25:00,10/31/2019 08:50:00,0d 00:25:00,2.52427,6.06,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114592,UNACK,Inverter Degraded,PF200 - Production Degraded,034 - Pima - Wheeler Taft Abbett Library,INV04 - INV-4,10/31/2019 08:00:00,10/31/2019 08:50:00,0d 00:50:00,5.50613,6.61,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016113941,UNACK,Inverter Degraded,PF200 - Production Degraded,030 - Imperial County - Jail-RADF,INV01 - INVERTER - 1,10/31/2019 08:20:00,10/31/2019 08:45:00,0d 00:25:00,3.94507,9.47,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114589,UNACK,Inverter Degraded,PF200 - Production Degraded,034 - Pima - Wheeler Taft Abbett Library,INV02 - INV-2,10/31/2019 08:00:00,10/31/2019 08:45:00,0d 00:45:00,4.04603,5.39,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114582,UNACK,Plant Degraded,PF200 - Production Degraded,034 - Pima - Wheeler Taft Abbett Library,034 - Pima - Wheeler Taft Abbett Library,10/31/2019 08:00:00,10/31/2019 08:40:00,0d 00:40:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016113946,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV04 - INV-22,10/31/2019 08:00:00,10/31/2019 08:40:00,0d 00:40:00,4.06042,6.09,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016113945,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV03 - INV-15,10/31/2019 08:00:00,10/31/2019 08:35:00,0d 00:35:00,5.50856,9.44,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114584,UNACK,Plant Degraded,PF200 - Production Degraded,035 - Pima - Eckstrom Columbus Library,035 - Pima - Eckstrom Columbus Library,10/31/2019 08:00:00,10/31/2019 08:30:00,0d 00:30:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016113940,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV03 - INV-25,10/31/2019 08:00:00,10/31/2019 08:30:00,0d 00:30:00,3.78603,7.57,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114590,UNACK,Inverter Degraded,PF200 - Production Degraded,034 - Pima - Wheeler Taft Abbett Library,INV01 - INV-1,10/31/2019 08:00:00,10/31/2019 08:30:00,0d 00:30:00,1.75881,3.52,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114591,UNACK,Inverter Degraded,PF200 - Production Degraded,035 - Pima - Eckstrom Columbus Library,INV01 - INV-01,10/31/2019 08:00:00,10/31/2019 08:30:00,0d 00:30:00,3.6093,7.22,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114593,UNACK,Inverter Degraded,PF200 - Production Degraded,035 - Pima - Eckstrom Columbus Library,INV02 - INV-02,10/31/2019 08:00:00,10/31/2019 08:30:00,0d 00:30:00,3.70977,7.42,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114583,UNACK,Plant Degraded,PF200 - Production Degraded,025 - Pima - Ellie Towne Flowing Wells Community Center,025 - Pima - Ellie Towne Flowing Wells Community Center,10/31/2019 08:00:00,10/31/2019 08:25:00,0d 00:25:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016113937,UNACK,Inverter Degraded,PF200 - Production Degraded,059 - Tucson Adaptive Rec,INV02 - INV-02,10/31/2019 08:00:00,10/31/2019 08:25:00,0d 00:25:00,3.58439,8.6,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114594,UNACK,Inverter Degraded,PF200 - Production Degraded,034 - Pima - Wheeler Taft Abbett Library,INV03 - INV-3,10/31/2019 08:00:00,10/31/2019 08:25:00,0d 00:25:00,1.74828,4.2,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114588,UNACK,Inverter Degraded,PF200 - Production Degraded,025 - Pima - Ellie Towne Flowing Wells Community Center,INV02 - INV-2,10/31/2019 08:00:00,10/31/2019 08:25:00,0d 00:25:00,2.16299,5.19,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114600,UNACK,Inverter Degraded,PF200 - Production Degraded,025 - Pima - Ellie Towne Flowing Wells Community Center,INV01 - INV-1,10/31/2019 08:00:00,10/31/2019 08:20:00,0d 00:20:00,1.11447,3.34,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016114587,UNACK,Inverter Degraded,PF200 - Production Degraded,036 - Pima Minimum Security Annex 1,INV04 - INV-04,10/31/2019 08:00:00,10/31/2019 08:20:00,0d 00:20:00,2.68834,8.07,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016113943,UNACK,Plant Degraded,PF200 - Production Degraded,051 - Tucson Quincie Douglas Park,051 - Tucson Quincie Douglas Park,10/31/2019 08:00:00,10/31/2019 08:15:00,0d 00:15:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016113900,UNACK,Inv Down,PF100 - Production Down,051 - Tucson Quincie Douglas Park,INV02 - INV-04,10/31/2019 07:50:00,10/31/2019 08:10:00,0d 00:20:00,6.67622,20.03,Create,,Controllable,O&M,,,Information Available,Non-Operative,Forced Outage,Forced Outage,Other Forced Outage,,,,,
,EG-0016113901,UNACK,Inv Down,PF100 - Production Down,051 - Tucson Quincie Douglas Park,INV01 - INV-01 ,10/31/2019 07:25:00,10/31/2019 07:55:00,0d 00:30:00,7.26855,14.54,Create,,Controllable,O&M,,,Information Available,Non-Operative,Forced Outage,Forced Outage,Other Forced Outage,,,,,
,EG-0016113899,UNACK,Inv Down,PF100 - Production Down,051 - Tucson Quincie Douglas Park,INV02 - INV-04,10/31/2019 07:25:00,10/31/2019 07:40:00,0d 00:15:00,3.08004,12.32,Create,,Controllable,O&M,,,Information Available,Non-Operative,Forced Outage,Forced Outage,Other Forced Outage,,,,,
,EG-0016111778,UNACK,Comm Loss,PF400 - Communication Issue,019 - Bridgeport Wonderland of Ice,PYR01 - Pyranometer POA,10/30/2019 18:05:00,10/31/2019 07:20:00,0d 13:15:00,,,Create,,Controllable,O&M,,,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,,,,,
,EG-0016104361,ACKED,Inverter Degraded,PF200 - Production Degraded,028 - Tracy USD -  West HS,INV12 - INV-12,10/30/2019 16:35:00,10/30/2019 18:10:00,0d 01:35:00,2.577,1.63,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104360,ACKED,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV06 - Inverter No 6,10/30/2019 16:30:00,10/30/2019 18:05:00,0d 01:35:00,2.78627,1.76,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016103642,ACKED,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV08 - Inverter No 8,10/30/2019 16:25:00,10/30/2019 18:05:00,0d 01:40:00,3.06727,1.84,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016103039,ACKED,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV02 - Inverter No 2,10/30/2019 16:25:00,10/30/2019 18:05:00,0d 01:40:00,3.1756,1.91,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016103025,ACKED,Inverter Degraded,PF200 - Production Degraded,011 - Iron Mountain - Livermore,INV03 - Inverter 3,10/30/2019 16:15:00,10/30/2019 18:05:00,0d 01:50:00,5.82504,3.18,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016102955,ACKED,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV10 - Inverter No 10,10/30/2019 16:10:00,10/30/2019 18:05:00,0d 01:55:00,4.55267,2.38,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016102832,ACKED,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV01 - Inverter No 1,10/30/2019 16:00:00,10/30/2019 18:05:00,0d 02:05:00,5.44837,2.62,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016102855,ACKED,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV05 - Inverter No 5,10/30/2019 16:00:00,10/30/2019 18:05:00,0d 02:05:00,5.61087,2.69,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016102856,ACKED,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV03 - Inverter No 3,10/30/2019 16:00:00,10/30/2019 18:05:00,0d 02:05:00,5.64837,2.71,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016102778,ACKED,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV07 - Inverter No 7,10/30/2019 15:55:00,10/30/2019 18:05:00,0d 02:10:00,5.91333,2.73,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016102638,ACKED,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV04 - Inverter No 4,10/30/2019 15:35:00,10/30/2019 18:05:00,0d 02:30:00,7.86149,3.14,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016102593,ACKED,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV09 - Inverter No 9,10/30/2019 15:25:00,10/30/2019 18:05:00,0d 02:40:00,9.25265,3.47,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016102618,ACKED,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV11 - Inverter No 11,10/30/2019 15:25:00,10/30/2019 18:05:00,0d 02:40:00,10.38182,3.89,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016097271,ACKED,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV13 - Inverter No 13,10/30/2019 11:15:00,10/30/2019 18:05:00,0d 06:50:00,83.93819,12.28,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104362,ACKED,Plant Degraded,PF200 - Production Degraded,028 - Tracy USD -  West HS,028 - Tracy USD -  West HS,10/30/2019 16:35:00,10/30/2019 18:00:00,0d 01:25:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016103040,ACKED,Inverter Degraded,PF200 - Production Degraded,028 - Tracy USD -  West HS,INV03 - INV-3,10/30/2019 16:25:00,10/30/2019 18:00:00,0d 01:35:00,3.11833,1.97,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016103000,ACKED,Inverter Degraded,PF200 - Production Degraded,047 - San Diego Inspiration Point,INV01 - INV - 1,10/30/2019 16:20:00,10/30/2019 18:00:00,0d 01:40:00,5.55571,3.33,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104415,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV12 - INVERTER 12,10/30/2019 16:15:00,10/30/2019 18:00:00,0d 01:45:00,18.16228,10.38,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104416,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV09 - INVERTER 9,10/30/2019 16:15:00,10/30/2019 18:00:00,0d 01:45:00,18.37901,10.5,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104430,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV10 - INVERTER 10,10/30/2019 16:15:00,10/30/2019 18:00:00,0d 01:45:00,17.98872,10.28,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
